"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"Steinway Gourmet Deli",1113,"2020-04-23T04:00:00.000Z","(718) 685-2955","https://www.steinwaygourmetdeliny.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758177,-73.919837,"3234 Steinway St, Queens","Takeout 24 Hours Daily, Call (718) 685-2955 to order or walk in, Group orders at steinwaygourmetdeliny.com
","food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sugar Freak",1114,"2020-04-23T04:00:00.000Z","(718) 606-1900","http://sugarfreak.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764611,-73.915944,"37-11 30th Ave, Long Island City","Delivery & Takeout Hours Weekdays 5PM-9PM, Weekends 12PM-9PM, Order by phone at (718) 606-1900 (call in delivery is cash only) or online at [www.sugarfreak.com][1], Updates at <https://www.instagram.com/sugarfreaknyc/>

  [1]: http://www.sugarfreak.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sunrise Restaurant",1115,"2020-04-23T04:00:00.000Z","(718) 956-3223",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.760822,-73.923193,"33-20 Broadway, Astoria","[Closed at this time]
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sway Cafe",1116,"2020-04-23T04:00:00.000Z","(929) 208-4923",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.756051,-73.919815,"4110 34th Ave, Long Island City","[Closed at this time]
","cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sunswick",1117,"2020-04-23T04:00:00.000Z","(718) 752-0620","http://sunswick3535bar.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756569,-73.92554,"35-02 35th St, Astoria","Delivery & Takeout Hours 11 am- 4 am, Order by phone at 718-752-0620 or 718-786-6096 [www.sunswick3535bar.com][1]

  [1]: http://www.sunswick3535bar.com
","night_club,bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tacos Mexico",1118,"2020-04-23T04:00:00.000Z","(718) 545-5888","http://tacosmexico38thst.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759169,-73.920121,"32-08 38th St, Astoria","Delivery & Takeout Hours 3PM-1AM, Order by phone at 718-545-5888 or order online at [www.tacosmexico38thst.com][1]

  [1]: http://www.tacosmexico38thst.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Taste Of China",1119,"2020-04-23T04:00:00.000Z","(718) 728-1614","http://www.tasteofchinalongislandcity.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757199,-73.914729,"45 01 Broadway, Long Island City","[Closed at this time] - Updates at <https://www.tasteofchinalongislandcity.com/>
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tasty's Diner",1120,"2020-04-23T04:00:00.000Z","(718) 777-8830",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.775168,-73.909558,"33-04 Ditmars Blvd, Astoria","Delivery & Takeout Open 24 hours, Call (718) 777-8830 or order online with Seamless/Grubhub
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Taverna Kyclades",1121,"2020-04-23T04:00:00.000Z","(718) 545-8666","http://www.tavernakyclades.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775246,-73.909208,"33-07 Ditmars Blvd, Astoria","Delivery & Takeout Hours 12-10 pm, Order by calling (718) 545-8666 [www.tavernakyklades.com][1]

  [1]: http://www.tavernakyklades.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"That's A Wrap",1122,"2020-04-23T04:00:00.000Z","(718) 278-9727","http://thatsawrapastoriany.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764365,-73.915468,"38-1 30th Ave, Astoria","Delivery & Takeout Hours M-F 9 am-9 pm, Saturday 10 am-8 pm, Sunday 11 am-7 pm, Order online at [www.mmmthatsawrap.com][1] or by calling (718) 278-9727

  [1]: http://www.mmmthatsawrap.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Freakin Rican",1123,"2020-04-23T04:00:00.000Z","(929) 349-1080","http://www.thefreakinricanrestaurant.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.755281,-73.918312,"4306 34th Ave, Astoria","Delivery & Takeout Hours 12-8 pm, Call (929) 349-1080  [www.thefreakinricanrestaurant.com][1] <https://www.instagram.com/thefreakinricanrestaurant/>

  [1]: http://www.thefreakinricanrestaurant.com
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Grand",1124,"2020-04-23T04:00:00.000Z","(718) 806-1504","http://thegrandastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764805,-73.916229,"37-01 30th Ave, Astoria","Delivery & Takeout Hours 8 am-midnight, 20% off all orders! Order by phone (718) 806-1504 or online at thegrandastoria.com <https://www.instagram.com/thegrandnyc/>
","cafe,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Gully NYC",1125,"2020-04-23T04:00:00.000Z","(718) 887-3933","http://www.thegullynyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.766793,-73.912474,"2545 Steinway St, Astoria","[Closed at this time] . - Updates at <https://www.instagram.com/thegullynyc/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Astorian",1126,"2020-04-23T04:00:00.000Z","(917) 745-1179","https://www.theastoriannyc.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.767382,-73.921298,"28-50 31st St, Astoria","Closed at this time [www.theastoriannyc.com/][1]

  [1]: http://www.theastoriannyc.com/
","night_club,bar,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Ditty",1127,"2020-04-23T04:00:00.000Z","(347) 617-1747","http://www.thedittybar.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774833,-73.908628,"35-03 Ditmars Blvd, Astoria","[Closed at this time] -  Updates at <https://www.instagram.com/thedittybar/?hl=en>
","bar","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Highwater",1128,"2020-04-23T04:00:00.000Z","(917) 745-0407","http://thehighwaternyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.760433,-73.922394,"34-20 Broadway, Astoria","Delivery & Takeout 2:15pm-9pm, Call (917) 745-0407 or order online at  <https://www.thehighwaternyc.com/> <https://www.instagram.com/thehighwaternyc> (<https://www.thehighwaternyc.com/> <https://www.instagram.com/thehighwaternyc>)
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Pomeroy",1129,"2020-04-23T04:00:00.000Z","(718) 721-1579","http://www.thepomeroynyc.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774021,-73.907941,"36-12 Ditmars Blvd, Astoria","Delivery & Takeout Hours 4-9pm (Delivery), 12-7:45pm (Takeout), Call at (718) 721-1579 or order through Grubhub [www.thepomeroynyc.com][1]

  [1]: http://www.thepomeroynyc.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Shady Lady",1130,"2020-04-23T04:00:00.000Z","(718) 440-9081","http://www.theshadylady30thave.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765577,-73.918197,"34-19 30th Ave, Astoria","Delivery & Takeout Hours 5-10pm, Order through Grubhub/Seamless or call them at (718) 440-9081  <http://www.theshadylady30thave.com/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Social Astoria",1131,"2020-04-23T04:00:00.000Z","(718) 772-3777","http://thesocialnyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764318,-73.916489,"37-06 30th Ave, Astoria","[Closed at this time] - Updates at <https://www.thesocialastoria.com/>
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Strand Smokehouse",1132,"2020-04-23T04:00:00.000Z","(718) 440-3231","https://www.thestrandastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763057,-73.927396,"25-27 Broadway, Queens","Delivery & Takeout Hours Tuesday-Friday 4pm-midnight, Saturday-Sunday 12pm-midnight, Order by phone only at (718) 440-3231 [www.thestrandastoria.com][1]

  [1]: http://www.thestrandastoria.com
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Teapsy",1133,"2020-04-23T04:00:00.000Z","(929) 328-0090","http://www.theteapsy.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.766035,-73.919015,"33-17 30th Ave, Long Island City","Delivery & Takeout Hours Fri-Sun 112-8pm, Order online at <https://www.theteapsy.com/or> call (929) 328-0090
","cafe,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Wolfhound",1134,"2020-04-23T04:00:00.000Z","(718) 204-2111","http://wolfhoundnyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76396,-73.915428,"38-14 30th Ave, Astoria","[Closed at this time] - Updates at <https://www.instagram.com/thewolfhound/>
","bar","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Trattoria L'incontro",1135,"2020-04-23T04:00:00.000Z","(718) 721-3532","http://www.trattorialincontro.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.776468,-73.910595,"21-76 31st St, Astoria","Takeout Hours 12PM-11PM, Call ahead at (718) 721-3532 [www.trattorialincontro.com][1]

  [1]: http://www.trattorialincontro.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Trestle",1136,"2020-04-23T04:00:00.000Z","(347) 808-0290","http://trestleastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.760615,-73.922956,"34-02 Broadway, Queens","Delivery & Takeout Hours 4-9pm Weekdays 11-9 Weekends, Order pickup by phone at (347) 808-0290 or order delivery through Grubhub/Seamless
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Truva Cafe & Grill",1137,"2020-04-23T04:00:00.000Z","(718) 932-6400","http://www.truvany.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.77511,-73.911668,"22-41 31st St, Astoria","Delivery & Takeout Hours 11AM-10PM, Call (718) 932-6400 or (718) 932-6401 or order online with Seamless/Grubhub
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tufino Pizzeria",1138,"2020-04-23T04:00:00.000Z","(718) 278-4800","https://www.tufinopizza.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774063,-73.908002,"36-08 Ditmars Blvd, Astoria","Delivery & Takeout Hours 12-10 pm, Call (718) 278-4800 or order through their website [www.tufinopizzeria.com][1]

  [1]: http://www.tufinopizzeria.com
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Tut's Hub",1139,,"(718) 932-8000","https://www.luxorfeteer.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761558,-73.916532,"3091 Steinway St, Queens","Delivery & Takeout  Call them at 718-932-8000 Hours 12 pm-1 am
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Uncle Jack's Meat House",1140,,"(917) 745-1553","https://www.unclejacksmeathouse.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773844,-73.90783,"36-18 Ditmars Blvd, Queens","Delivery & Takeout  Call (917) 745-1553 you can also order online Hours Monday closed Tues-Sunday various hours <https://www.unclejacksmeathouseastoria.com/>
","bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vanila N Bean",1141,,"(718) 406-9108","http://vanilanbean.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773645,-73.907413,"3706 Ditmars Blvd, Long Island City","Takeout  Call 718-406-9108 to place your order Hours 8 am-7 pm
","cafe,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vesta",1142,,"(718) 545-5550","http://vestavino.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.769619,-73.927799,"21-02 30th Ave, Queens","Delivery & Takeout  Call 718-545-5550 to place your order Hours 12-10 pm [www.vestavino.com][1]

  [1]: http://www.vestavino.com
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Via Trenta",1143,,"(718) 545-2090","http://viatrenta.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764867,-73.916583,"3619 30th Ave, Queens","Delivery & Takeout   20% off food purchases and 50% off bottles of wine priced up to $80! Order by phone 718-545-2090  Hours 12-9 pm  viatrenta.com
","meal_delivery,bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vistory Sweet Shop",1144,,"(718) 274-2087","http://victorysweetshop.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773086,-73.905434,"21-69 Steinway St, Astoria","Takeout  Call 718-724-2087 to place a takeout order; full menu on their website Hours 8 am-9 pm [www.victorysweetshop.com][1]

  [1]: http://www.victorysweetshop.com
","night_club,bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vintage",1145,,"(718) 606-0116",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.77928,-73.915568,"23-14 Ditmars Blvd, Queens","Delivery & Takeout  Call 718-606-0116 to order Hours 11 am-11 pm
","cafe,bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Viva Viva Taqueria",1146,,"(718) 255-6766","https://www.vivavivanyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765449,-73.918725,"34-10 30th Ave, Long Island City","CLOSED AT THIS TIME.  [www.vivavivanyc.com][1]

  [1]: http://www.vivavivanyc.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Zenon Taverna",1147,,"(718) 956-0133","http://www.zenontaverna.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762906,-73.92079,"34-10 31st Ave, Astoria","Delivery & Takeout   Order Online through their website and get 20% discount! Call in your order at 718-956-0133. Hours 12-9:45 pm  <https://www.zenontaverna.com/>
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Zeus Kitchen",1148,,"(718) 606-1904","http://www.zeuskitchen.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.771734,-73.926731,"27 24 21st St, Queens","Delivery & Takeout  Call 718-606-1904 to place your order Hours 4 pm-midnight [www.zeuskitchen.com][1]

  [1]: http://www.zeuskitchen.com
","meal_delivery,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Zorbas",1149,,"(718) 956-7266","http://www.zorbasnyc.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775021,-73.913429,"29-05 23rd Ave, Astoria","Delivery & Takeout  Order online through their website and get 15% off when you use promo code zorbas15. Call you order to 718-956-7266. Hours 7 am-11 pm [www.zorbasnyc.com][1]

  [1]: http://www.zorbasnyc.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Capucine Coffee",1150,"2020-05-12T04:00:00.000Z",,,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742275,-73.925409,"45-51 39th Pl, Sunnyside","9:00am-5:00pm Menus in highlights [hwww.instagram.com/capucine.ny][1]

  [1]: http://hwww.instagram.com/capucine.ny
","bakery,cafe,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Vera Thai",1151,,"(718) 383-5040","http://www.verathai.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743796,-73.92122,"4301 Queens Blvd, Sunnyside","Open daily, Sun-Thurs 11:30am-10:30pm and Fri-Sun 11:30am-11pm Call to order 718-383-5040
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Romanian Garden",1152,"2020-04-14T04:00:00.000Z","(718) 786-7894","http://www.romaniangarden.nyc/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745016,-73.920794,"43-06 43rd Ave, Queens","Open daily 11am-8pm Call 718-786-7894 Beer wine discounts for pickup and delivery Updates [www.instagram.com/romanian.garden][1]

  [1]: http://www.instagram.com/romanian.garden
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ida's Nearabout",1153,"2020-05-01T04:00:00.000Z","(718) 433-1916","https://www.facebook.com/idasnearaboutnyc/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743706,-73.920826,"43-13 Queens Blvd, Sunnyside","12pm-10pm food beer wine cocktails available for pick up & delivery 718-433-1916 seamless grubhub Staff fund 100% of donations go directly to our team. If you can give something in this time, it would mean the world to all of us.From our hearts, thank you. -The Vortex Hospitality Staff <https://www.gofundme.com/f/vortex-hospitality-staff-fund>
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"The Courtyard Ale House",1154,,"(718) 729-4601","http://www.courtyardalehouse.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.7435,-73.923677,"40-18 Queens Blvd, Queens","[Closed at this time] Sister restaurant WOODBINS LIC is open <https://www.facebook.com/woodbineslic/>
","bar","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Woodbins LIC",1155,,"(718) 361-8488","http://www.woodbineslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745217,-73.953505,"47-10 Vernon Blvd, Long Island City","Open daily, 11am-10pm Call 718.361.8488. Sat- Bloodies and mimosas TO GO Contactless delivery and pickup available More Info [www.facebook.com/woodbineslic][1]

  [1]: http://www.facebook.com/woodbineslic
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Dazies",1156,,"(718) 786-7013","http://www.daziesitalianrestaurant.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744167,-73.924444,"39-41 Queens Blvd, Sunnyside","[Closed at this time]
","restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Quaint",1157,"2020-04-22T04:00:00.000Z","(917) 779-9220","http://www.quaintnyc.com/menu.html","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74626,-73.917618,"46-10 Skillman Ave, Sunnyside","Wed-Sat 5pm-9pm $3 beer and 50% off bottles of wine, 10% discount on food with payment by cash, Call 917-779-9220
","bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Côté Soleil Café Français",1158,"2020-07-08T04:00:00.000Z","(347) 612-4333","http://cotesoleilnyc.com","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745919,-73.913936,"50-12 Skillman Ave, Woodside","""It is with a heavy heart that we are announcing the permanent closing of Côté Soleil. We have a lot of gratitude to express for the relationship we built with you all over the past few years. It has been a wonderful adventure filled with joy and happiness.""
Bistro Eloise remains open, and will deliver to Sunnyside, Woodside, Forest Hills, and Astoria
<https://bistroeloise.com> 
",,"11377","2020-05-29T17:32:14.000Z","Closed",,,,,,,"www.instagram.com/cotesoleilnyc",,,,,,
"Nature's Vida",1159,,"(718) 335-5353","http://www.naturesvida53.com/","Woodside","Restaurants, Bars, Cafes & Bakeries",40.744722,-73.911335,"53-05 Roosevelt Ave, Queens","Daily, 9am-8pm
","cafe,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Clean Rite Center 24 Hours",1198,,"(718) 335-1630","http://cleanritecenter.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743333,-73.914167,"50-14 Roosevelt Ave, Woodside","Open 24/7 Trending towards the most reliable operating hours in Sunny/Wood area
","laundry","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"SoleLuna Restaurant",1206,"2020-04-06T04:00:00.000Z","(929) 296-3942","http://www.solelunanyc.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744119,-73.924042,"40-1 Queens Blvd, Sunnyside",,"bar,restaurant,food","11104","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Subway",1207,"2020-04-12T04:00:00.000Z","(718) 779-9166","https://order.subway.com/en-us/restaurant/25894/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=25894&utm_campaign=evergreen-2020","Woodside","Restaurants, Bars, Cafes & Bakeries",40.745748,-73.903706,"60-25 Roosevelt Ave, Queens","Mon-Sat 9am-12:30am; Sun 9am-10:30pm
","meal_takeaway,restaurant,food","11377","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
